Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
1/31/2019,1700,Ophthalmology,Inpatient,Child,0-15,  9-12 Months,2
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,102
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,70
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15,  6-9 Months,39
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15,  9-12 Months,26
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15, 12-15 Months,19
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15, 15-18 Months,8
1/31/2019,1800,Orthopaedics,Day Case,Child,0-15,18+ Months,44
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64,  0-3 Months,8
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64,  3-6 Months,2
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64,  6-9 Months,7
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64,  9-12 Months,5
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64, 12-15 Months,3
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64, 15-18 Months,2
1/31/2019,1800,Orthopaedics,Day Case,Child,16-64,18+ Months,14
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,138
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,105
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,56
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,40
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,32
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15, 15-18 Months,23
1/31/2019,1800,Orthopaedics,Inpatient,Child,0-15,18+ Months,47
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64,  0-3 Months,6
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64,  3-6 Months,6
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64,  6-9 Months,2
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64,  9-12 Months,3
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64, 12-15 Months,4
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64, 15-18 Months,2
1/31/2019,1800,Orthopaedics,Inpatient,Child,16-64,18+ Months,7
1/31/2019,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,84
1/31/2019,1900,Paediatrics,Day Case,Child,0-15,  3-6 Months,54
1/31/2019,1900,Paediatrics,Day Case,Child,0-15,  6-9 Months,26
1/31/2019,1900,Paediatrics,Day Case,Child,0-15,  9-12 Months,55
1/31/2019,1900,Paediatrics,Day Case,Child,0-15, 12-15 Months,34
1/31/2019,1900,Paediatrics,Day Case,Child,0-15, 15-18 Months,31
1/31/2019,1900,Paediatrics,Day Case,Child,0-15,18+ Months,172
1/31/2019,1900,Paediatrics,Day Case,Child,16-64,  0-3 Months,2
1/31/2019,1900,Paediatrics,Day Case,Child,16-64,  3-6 Months,2
1/31/2019,1900,Paediatrics,Day Case,Child,16-64,  9-12 Months,4
1/31/2019,1900,Paediatrics,Day Case,Child,16-64, 15-18 Months,5
1/31/2019,1900,Paediatrics,Day Case,Child,16-64,18+ Months,12
1/31/2019,1900,Paediatrics,Inpatient,Child,0-15,  0-3 Months,7
1/31/2019,1900,Paediatrics,Inpatient,Child,0-15,  3-6 Months,2
1/31/2019,1900,Paediatrics,Inpatient,Child,0-15,  9-12 Months,5
1/31/2019,1900,Paediatrics,Inpatient,Child,0-15,18+ Months,4
1/31/2019,1900,Paediatrics,Inpatient,Child,16-64,  9-12 Months,1
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,123
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,86
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,43
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,26
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,15
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,12
1/31/2019,1902,Paed Cardiology,Day Case,Child,0-15,18+ Months,13
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,2
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,8
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64,  6-9 Months,4
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64,  9-12 Months,8
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64, 15-18 Months,1
1/31/2019,1902,Paed Cardiology,Day Case,Child,16-64,18+ Months,1
1/31/2019,1902,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,2
1/31/2019,1902,Paed Cardiology,Inpatient,Child,0-15, 15-18 Months,2
1/31/2019,1902,Paed Cardiology,Inpatient,Child,16-64,  9-12 Months,1
1/31/2019,1905,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,1905,Paed Endocrinology,Inpatient,Child,0-15,18+ Months,1
1/31/2019,1905,Paed Endocrinology,Inpatient,Child,16-64,  0-3 Months,1
1/31/2019,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,3
1/31/2019,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,1
1/31/2019,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,2
1/31/2019,1906,Paed Gastro-Enterol,Day Case,Child,16-64,18+ Months,1
1/31/2019,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,2
1/31/2019,1907,Paed Haematology,Day Case,Child,0-15,  0-3 Months,1
1/31/2019,1907,Paed Haematology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2019,1909,Paediatric Infectious Diseases,Day Case,Child,0-15,  0-3 Months,1
1/31/2019,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  0-3 Months,3
1/31/2019,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  6-9 Months,3
1/31/2019,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  9-12 Months,1
1/31/2019,1911,Paed Nephrology,Day Case,Child,0-15,  0-3 Months,2
1/31/2019,1911,Paed Nephrology,Day Case,Child,0-15,  3-6 Months,1
1/31/2019,1911,Paed Nephrology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2019,1911,Paed Nephrology,Inpatient,Child,0-15,  3-6 Months,2
1/31/2019,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,2
1/31/2019,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,2
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,68
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,75
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,71
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,39
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,20
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,4
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,1
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,3
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  6-9 Months,2
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,2
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,1
1/31/2019,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 15-18 Months,1
1/31/2019,1915,Paediatric Dermatology,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,1915,Paediatric Dermatology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,39
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,14
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,16
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,5
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,2
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,2
1/31/2019,2000,Plastic Surgery,Day Case,Child,0-15,18+ Months,7
1/31/2019,2000,Plastic Surgery,Day Case,Child,16-64,  3-6 Months,1
1/31/2019,2000,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,1
1/31/2019,2000,Plastic Surgery,Day Case,Child,16-64, 15-18 Months,2
1/31/2019,2000,Plastic Surgery,Day Case,Child,16-64,18+ Months,2
1/31/2019,2000,Plastic Surgery,Inpatient,Child,0-15,  0-3 Months,5
1/31/2019,2000,Plastic Surgery,Inpatient,Child,0-15,  3-6 Months,4
1/31/2019,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1
1/31/2019,2000,Plastic Surgery,Inpatient,Child,0-15,  9-12 Months,1
1/31/2019,2000,Plastic Surgery,Inpatient,Child,0-15, 12-15 Months,1
1/31/2019,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,4
1/31/2019,2003,Maxillo-Facial,Day Case,Child,0-15,  3-6 Months,3
1/31/2019,2003,Maxillo-Facial,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,2003,Maxillo-Facial,Day Case,Child,0-15, 12-15 Months,1
1/31/2019,2003,Maxillo-Facial,Inpatient,Child,0-15,  0-3 Months,4
1/31/2019,2003,Maxillo-Facial,Inpatient,Child,0-15,  9-12 Months,1
1/31/2019,2003,Maxillo-Facial,Inpatient,Child,0-15, 15-18 Months,1
1/31/2019,2200,Radiology,Day Case,Child,0-15,  0-3 Months,6
1/31/2019,2200,Radiology,Day Case,Child,0-15,  3-6 Months,6
1/31/2019,2200,Radiology,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,2200,Radiology,Day Case,Child,0-15,  9-12 Months,3
1/31/2019,2200,Radiology,Day Case,Child,0-15, 15-18 Months,4
1/31/2019,2200,Radiology,Day Case,Child,0-15,18+ Months,1
1/31/2019,2400,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,6
1/31/2019,2400,Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,1
1/31/2019,2400,Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,2400,Respiratory Medicine,Day Case,Child,0-15, 12-15 Months,1
1/31/2019,2400,Respiratory Medicine,Day Case,Child,0-15, 15-18 Months,1
1/31/2019,2400,Respiratory Medicine,Day Case,Child,16-64,  0-3 Months,1
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,110
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,97
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,54
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,29
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,24
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,15
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,18
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,1
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,1
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,16-64,  6-9 Months,2
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,1
1/31/2019,2400,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,1
1/31/2019,2500,Rheumatology,Day Case,Child,0-15,  0-3 Months,15
1/31/2019,2500,Rheumatology,Day Case,Child,0-15,  3-6 Months,7
1/31/2019,2500,Rheumatology,Day Case,Child,0-15,  6-9 Months,9
1/31/2019,2500,Rheumatology,Day Case,Child,0-15,  9-12 Months,6
1/31/2019,2500,Rheumatology,Day Case,Child,0-15, 12-15 Months,6
1/31/2019,2500,Rheumatology,Day Case,Child,0-15, 15-18 Months,5
1/31/2019,2500,Rheumatology,Day Case,Child,0-15,18+ Months,6
1/31/2019,2500,Rheumatology,Day Case,Child,16-64,  0-3 Months,4
1/31/2019,2500,Rheumatology,Day Case,Child,16-64,  3-6 Months,3
1/31/2019,2500,Rheumatology,Day Case,Child,16-64,  6-9 Months,1
1/31/2019,2500,Rheumatology,Day Case,Child,16-64,  9-12 Months,2
1/31/2019,2500,Rheumatology,Day Case,Child,16-64, 12-15 Months,1
1/31/2019,2500,Rheumatology,Day Case,Child,16-64,18+ Months,1
1/31/2019,2500,Rheumatology,Inpatient,Child,0-15, 12-15 Months,1
1/31/2019,2500,Rheumatology,Inpatient,Child,0-15, 15-18 Months,2
1/31/2019,2500,Rheumatology,Inpatient,Child,16-64,  3-6 Months,1
1/31/2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,28
1/31/2019,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,21
1/31/2019,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,12
1/31/2019,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,7
1/31/2019,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,9
1/31/2019,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,1
1/31/2019,2600,General Surgery,Day Case,Child,0-15,18+ Months,1
1/31/2019,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,9
1/31/2019,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,6
1/31/2019,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,2
1/31/2019,2600,General Surgery,Inpatient,Child,0-15,  9-12 Months,2
1/31/2019,2600,General Surgery,Inpatient,Child,0-15,18+ Months,1
1/31/2019,2600,General Surgery,Inpatient,Child,16-64,  9-12 Months,1
1/31/2019,2600,General Surgery,Inpatient,Child,16-64,18+ Months,1
1/31/2019,5000,General Medicine,Day Case,Child,0-15,  3-6 Months,1
1/31/2019,5000,General Medicine,Day Case,Child,16-64,  0-3 Months,1
1/31/2019,5000,General Medicine,Inpatient,Child,0-15,  3-6 Months,1
1/31/2019,5000,General Medicine,Inpatient,Child,16-64,  3-6 Months,1
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,67
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15,  3-6 Months,38
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15,  6-9 Months,30
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15,  9-12 Months,16
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15, 12-15 Months,20
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15, 15-18 Months,14
1/31/2019,7000,Dental Surgery,Day Case,Child,0-15,18+ Months,16
1/31/2019,7000,Dental Surgery,Day Case,Child,16-64,  0-3 Months,2
1/31/2019,7000,Dental Surgery,Day Case,Child,16-64,  3-6 Months,1
1/31/2019,7000,Dental Surgery,Day Case,Child,16-64, 15-18 Months,1
1/31/2019,7000,Dental Surgery,Day Case,Child,16-64,18+ Months,3
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,3
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,2
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,1
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,1
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,1
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15, 15-18 Months,2
1/31/2019,7000,Dental Surgery,Inpatient,Child,0-15,18+ Months,3
1/31/2019,7200,Paediatric Surgery,Day Case,Child,0-15,  0-3 Months,20
1/31/2019,7200,Paediatric Surgery,Day Case,Child,0-15,  3-6 Months,9
1/31/2019,7200,Paediatric Surgery,Day Case,Child,0-15,  6-9 Months,3
1/31/2019,7200,Paediatric Surgery,Day Case,Child,0-15,  9-12 Months,1
1/31/2019,7200,Paediatric Surgery,Day Case,Child,16-64,  0-3 Months,2
1/31/2019,7200,Paediatric Surgery,Inpatient,Child,0-15,  0-3 Months,2
1/31/2019,7200,Paediatric Surgery,Inpatient,Child,0-15,  3-6 Months,1
1/31/2019,7200,Paediatric Surgery,Inpatient,Child,0-15,  9-12 Months,1
1/31/2019,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  0-3 Months,50
1/31/2019,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  3-6 Months,19
1/31/2019,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  6-9 Months,3
1/31/2019,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  9-12 Months,2
1/31/2019,7800,Urology,Day Case,Child,0-15,  0-3 Months,14
1/31/2019,7800,Urology,Day Case,Child,0-15,  3-6 Months,10
1/31/2019,7800,Urology,Day Case,Child,0-15,  6-9 Months,16
1/31/2019,7800,Urology,Day Case,Child,0-15,  9-12 Months,8
1/31/2019,7800,Urology,Day Case,Child,0-15, 12-15 Months,9
1/31/2019,7800,Urology,Day Case,Child,0-15, 15-18 Months,3
1/31/2019,7800,Urology,Day Case,Child,0-15,18+ Months,14
1/31/2019,7800,Urology,Day Case,Child,16-64,  3-6 Months,1
1/31/2019,7800,Urology,Inpatient,Child,0-15,  0-3 Months,3
1/31/2019,7800,Urology,Inpatient,Child,0-15,  3-6 Months,5
1/31/2019,7800,Urology,Inpatient,Child,0-15,  6-9 Months,7
1/31/2019,7800,Urology,Inpatient,Child,0-15,  9-12 Months,3
1/31/2019,7800,Urology,Inpatient,Child,0-15, 12-15 Months,5
1/31/2019,7800,Urology,Inpatient,Child,0-15, 15-18 Months,2
1/31/2019,7800,Urology,Inpatient,Child,0-15,18+ Months,4
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15,  0-3 Months,36
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15,  3-6 Months,13
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15,  6-9 Months,18
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15,  9-12 Months,16
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15, 12-15 Months,7
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15, 15-18 Months,4
1/31/2019,7803,Paediatric Urology,Day Case,Child,0-15,18+ Months,3
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15,  0-3 Months,3
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15,  3-6 Months,1
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15,  6-9 Months,8
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15,  9-12 Months,6
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15, 15-18 Months,1
1/31/2019,7803,Paediatric Urology,Inpatient,Child,0-15,18+ Months,2
1/31/2019,8800,Immunology,Day Case,Child,0-15,  0-3 Months,24
1/31/2019,8800,Immunology,Day Case,Child,0-15,  3-6 Months,19
1/31/2019,8800,Immunology,Day Case,Child,0-15,  6-9 Months,1
1/31/2019,8800,Immunology,Day Case,Child,0-15,  9-12 Months,24
1/31/2019,8800,Immunology,Day Case,Child,0-15, 12-15 Months,8
1/31/2019,8800,Immunology,Day Case,Child,0-15, 15-18 Months,20
1/31/2019,8800,Immunology,Day Case,Child,0-15,18+ Months,64
1/31/2019,8800,Immunology,Day Case,Child,16-64,  3-6 Months,1
1/31/2019,8800,Immunology,Day Case,Child,16-64,  6-9 Months,1
1/31/2019,8800,Immunology,Day Case,Child,16-64,  9-12 Months,1
1/31/2019,8800,Immunology,Day Case,Child,16-64, 15-18 Months,1
1/31/2019,8800,Immunology,Day Case,Child,16-64,18+ Months,2
1/31/2019,0,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,103
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,28
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,8
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,9
1/31/2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,4
1/31/2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
1/31/2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,19
1/31/2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,9
1/31/2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
1/31/2019,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
1/31/2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
1/31/2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
1/31/2019,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1
1/31/2019,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,2
1/31/2019,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
1/31/2019,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,3
1/31/2019,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
1/31/2019,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,2
1/31/2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,2
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,30
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,49
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,17
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,10
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,4
1/31/2019,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,2
1/31/2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4
1/31/2019,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1
1/31/2019,1503,Gynaecology,Day Case,Adult,65+, 12-15 Months,2
1/31/2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,4
1/31/2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,1
1/31/2019,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,1
1/31/2019,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,2
1/31/2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1
1/31/2019,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,1
1/31/2019,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,2
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,84
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,17
1/31/2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,21
