Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
1/31/2018,1300,Neurology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2018,1300,Neurology,Inpatient,Child,16-64,  0-3 Months,1
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,69
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,52
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,46
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,41
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,29
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,26
1/31/2018,1700,Ophthalmology,Day Case,Child,0-15,18+ Months,39
1/31/2018,1700,Ophthalmology,Day Case,Child,16-64,  9-12 Months,1
1/31/2018,1700,Ophthalmology,Day Case,Child,16-64, 12-15 Months,2
1/31/2018,1700,Ophthalmology,Day Case,Child,16-64,18+ Months,2
1/31/2018,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2018,1700,Ophthalmology,Inpatient,Child,0-15, 15-18 Months,1
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,51
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,21
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15,  6-9 Months,35
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15,  9-12 Months,26
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15, 12-15 Months,26
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15, 15-18 Months,11
1/31/2018,1800,Orthopaedics,Day Case,Child,0-15,18+ Months,54
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64,  0-3 Months,1
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64,  3-6 Months,1
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64,  6-9 Months,2
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64,  9-12 Months,7
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64, 12-15 Months,4
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64, 15-18 Months,2
1/31/2018,1800,Orthopaedics,Day Case,Child,16-64,18+ Months,21
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,37
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,41
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,35
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,33
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,13
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15, 15-18 Months,7
1/31/2018,1800,Orthopaedics,Inpatient,Child,0-15,18+ Months,43
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64,  0-3 Months,4
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64,  3-6 Months,1
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64,  6-9 Months,2
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64,  9-12 Months,1
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64, 15-18 Months,2
1/31/2018,1800,Orthopaedics,Inpatient,Child,16-64,18+ Months,9
1/31/2018,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,53
1/31/2018,1900,Paediatrics,Day Case,Child,0-15,  3-6 Months,36
1/31/2018,1900,Paediatrics,Day Case,Child,0-15,  6-9 Months,75
1/31/2018,1900,Paediatrics,Day Case,Child,0-15,  9-12 Months,52
1/31/2018,1900,Paediatrics,Day Case,Child,0-15, 12-15 Months,39
1/31/2018,1900,Paediatrics,Day Case,Child,0-15, 15-18 Months,31
1/31/2018,1900,Paediatrics,Day Case,Child,0-15,18+ Months,94
1/31/2018,1900,Paediatrics,Day Case,Child,16-64,  3-6 Months,3
1/31/2018,1900,Paediatrics,Day Case,Child,16-64,  6-9 Months,1
1/31/2018,1900,Paediatrics,Day Case,Child,16-64, 12-15 Months,2
1/31/2018,1900,Paediatrics,Day Case,Child,16-64,18+ Months,6
1/31/2018,1900,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1
1/31/2018,1900,Paediatrics,Inpatient,Child,0-15, 12-15 Months,1
1/31/2018,1900,Paediatrics,Inpatient,Child,0-15,18+ Months,7
1/31/2018,1900,Paediatrics,Inpatient,Child,16-64,18+ Months,2
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,89
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,42
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,9
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,17
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,6
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,4
1/31/2018,1902,Paed Cardiology,Day Case,Child,0-15,18+ Months,4
1/31/2018,1902,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,4
1/31/2018,1902,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,2
1/31/2018,1902,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2018,1902,Paed Cardiology,Inpatient,Child,0-15,  3-6 Months,4
1/31/2018,1902,Paed Cardiology,Inpatient,Child,0-15,  6-9 Months,1
1/31/2018,1902,Paed Cardiology,Inpatient,Child,0-15, 12-15 Months,1
1/31/2018,1902,Paed Cardiology,Inpatient,Child,0-15,18+ Months,18
1/31/2018,1902,Paed Cardiology,Inpatient,Child,16-64,  0-3 Months,1
1/31/2018,1902,Paed Cardiology,Inpatient,Child,16-64,18+ Months,1
1/31/2018,1903,Paed Oncology,Day Case,Child,0-15,  3-6 Months,1
1/31/2018,1904,Neonatology,Inpatient,Child,0-15,  3-6 Months,2
1/31/2018,1904,Neonatology,Inpatient,Child,0-15, 15-18 Months,1
1/31/2018,1905,Paed Endocrinology,Day Case,Child,0-15,  0-3 Months,1
1/31/2018,1905,Paed Endocrinology,Day Case,Child,0-15,  3-6 Months,1
1/31/2018,1905,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,1
1/31/2018,1905,Paed Endocrinology,Day Case,Child,0-15,  9-12 Months,4
1/31/2018,1905,Paed Endocrinology,Day Case,Child,0-15, 12-15 Months,4
1/31/2018,1905,Paed Endocrinology,Day Case,Child,16-64,  3-6 Months,1
1/31/2018,1905,Paed Endocrinology,Day Case,Child,16-64, 12-15 Months,1
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,4
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,4
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,1
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,4
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 12-15 Months,3
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  3-6 Months,1
1/31/2018,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  9-12 Months,2
1/31/2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,1
1/31/2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  9-12 Months,1
1/31/2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15, 12-15 Months,1
1/31/2018,1907,Paed Haematology,Day Case,Child,0-15,  9-12 Months,1
1/31/2018,1907,Paed Haematology,Day Case,Child,16-64,  6-9 Months,1
1/31/2018,1907,Paed Haematology,Inpatient,Child,0-15,  6-9 Months,1
1/31/2018,1911,Paed Nephrology,Day Case,Child,0-15,  0-3 Months,3
1/31/2018,1911,Paed Nephrology,Day Case,Child,0-15,  9-12 Months,1
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,16
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,8
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,13
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,12
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,10
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,21
1/31/2018,2000,Plastic Surgery,Day Case,Child,0-15,18+ Months,22
1/31/2018,2000,Plastic Surgery,Day Case,Child,16-64,  3-6 Months,1
1/31/2018,2000,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,3
1/31/2018,2000,Plastic Surgery,Day Case,Child,16-64, 12-15 Months,5
1/31/2018,2000,Plastic Surgery,Day Case,Child,16-64, 15-18 Months,2
1/31/2018,2000,Plastic Surgery,Day Case,Child,16-64,18+ Months,7
1/31/2018,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,11
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15,  3-6 Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15,  6-9 Months,2
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15, 12-15 Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15, 15-18 Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,0-15,18+ Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,16-64, 12-15 Months,1
1/31/2018,2003,Maxillo-Facial,Day Case,Child,16-64, 15-18 Months,1
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  0-3 Months,4
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  3-6 Months,5
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  6-9 Months,1
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  9-12 Months,2
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,0-15, 15-18 Months,1
1/31/2018,2003,Maxillo-Facial,Inpatient,Child,16-64,  3-6 Months,1
1/31/2018,2202,Paediatric Radiology,Day Case,Child,0-15,  0-3 Months,1
1/31/2018,2400,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,9
1/31/2018,2400,Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,8
1/31/2018,2400,Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,1
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,83
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,57
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,53
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,32
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,26
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,11
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,1
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,2
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,1
1/31/2018,2400,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,2
1/31/2018,2500,Rheumatology,Day Case,Child,0-15,  0-3 Months,37
1/31/2018,2500,Rheumatology,Day Case,Child,0-15,  3-6 Months,14
1/31/2018,2500,Rheumatology,Day Case,Child,0-15,  6-9 Months,22
1/31/2018,2500,Rheumatology,Day Case,Child,0-15,  9-12 Months,17
1/31/2018,2500,Rheumatology,Day Case,Child,0-15, 12-15 Months,8
1/31/2018,2500,Rheumatology,Day Case,Child,0-15, 15-18 Months,7
1/31/2018,2500,Rheumatology,Day Case,Child,16-64,  0-3 Months,2
1/31/2018,2500,Rheumatology,Day Case,Child,16-64,  3-6 Months,2
1/31/2018,2500,Rheumatology,Day Case,Child,16-64,  6-9 Months,1
1/31/2018,2500,Rheumatology,Day Case,Child,16-64,  9-12 Months,2
1/31/2018,2500,Rheumatology,Day Case,Child,16-64, 12-15 Months,1
1/31/2018,2500,Rheumatology,Day Case,Child,16-64, 15-18 Months,3
1/31/2018,2500,Rheumatology,Inpatient,Child,0-15,  0-3 Months,1
1/31/2018,2500,Rheumatology,Inpatient,Child,0-15,  3-6 Months,2
1/31/2018,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,38
1/31/2018,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,27
1/31/2018,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,31
1/31/2018,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,24
1/31/2018,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,11
1/31/2018,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,18
1/31/2018,2600,General Surgery,Day Case,Child,0-15,18+ Months,9
1/31/2018,2600,General Surgery,Day Case,Child,16-64,  0-3 Months,1
1/31/2018,2600,General Surgery,Day Case,Child,16-64,  3-6 Months,1
1/31/2018,2600,General Surgery,Day Case,Child,16-64,  9-12 Months,1
1/31/2018,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,17
1/31/2018,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,10
1/31/2018,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,3
1/31/2018,2600,General Surgery,Inpatient,Child,0-15,  9-12 Months,2
1/31/2018,2600,General Surgery,Inpatient,Child,0-15, 12-15 Months,5
1/31/2018,2600,General Surgery,Inpatient,Child,0-15, 15-18 Months,1
1/31/2018,2600,General Surgery,Inpatient,Child,0-15,18+ Months,3
1/31/2018,2600,General Surgery,Inpatient,Child,16-64,  6-9 Months,1
1/31/2018,2600,General Surgery,Inpatient,Child,16-64,  9-12 Months,2
1/31/2018,2600,General Surgery,Inpatient,Child,16-64, 15-18 Months,1
1/31/2018,5000,General Medicine,Day Case,Child,0-15,  0-3 Months,2
1/31/2018,5000,General Medicine,Day Case,Child,0-15,  3-6 Months,1
1/31/2018,5000,General Medicine,Day Case,Child,0-15,  9-12 Months,1
